 ZONE i=321, j=33
 0.77443899E+01, 0.24949296E+00
 0.78244847E+01, 0.24949296E+00
 0.79045839E+01, 0.24949296E+00
 0.79846876E+01, 0.24949296E+00
 0.80647957E+01, 0.24949296E+00
 0.81449081E+01, 0.24949296E+00
 0.82250250E+01, 0.24949296E+00
 0.83051462E+01, 0.24949296E+00
 0.83852717E+01, 0.24949296E+00
 0.84654015E+01, 0.24949296E+00
 0.85455356E+01, 0.24949296E+00
 0.86256739E+01, 0.24949296E+00
 0.87058164E+01, 0.24949296E+00
 0.87859632E+01, 0.24949296E+00
 0.88661141E+01, 0.24949296E+00
 0.89462692E+01, 0.24949296E+00
 0.90264285E+01, 0.24949296E+00
 0.91065918E+01, 0.24949296E+00
 0.91867593E+01, 0.24949296E+00
 0.92669308E+01, 0.24949296E+00
 0.93471063E+01, 0.24949296E+00
 0.94272859E+01, 0.24949296E+00
 0.95074694E+01, 0.24949296E+00
 0.95876569E+01, 0.24949296E+00
 0.96678484E+01, 0.24949296E+00
 0.97480438E+01, 0.24949296E+00
 0.98282431E+01, 0.24949296E+00
 0.99084463E+01, 0.24949296E+00
 0.99886534E+01, 0.24949296E+00
 0.10068864E+02, 0.24949296E+00
 0.10149079E+02, 0.24949296E+00
 0.10229297E+02, 0.24949296E+00
 0.10309520E+02, 0.24949296E+00
 0.10389746E+02, 0.24949296E+00
 0.10469975E+02, 0.24949296E+00
 0.10550209E+02, 0.24949296E+00
 0.10630446E+02, 0.24949296E+00
 0.10710686E+02, 0.24949296E+00
 0.10790931E+02, 0.24949296E+00
 0.10871179E+02, 0.24949296E+00
 0.10951430E+02, 0.24949296E+00
 0.11031685E+02, 0.24949296E+00
 0.11111944E+02, 0.24949296E+00
 0.11192206E+02, 0.24949296E+00
 0.11272471E+02, 0.24949296E+00
 0.11352740E+02, 0.24949296E+00
 0.11433013E+02, 0.24949296E+00
 0.11513289E+02, 0.24949296E+00
 0.11593568E+02, 0.24949296E+00
 0.11673851E+02, 0.24949296E+00
 0.11754137E+02, 0.25195928E+00
 0.11834426E+02, 0.25442570E+00
 0.11914719E+02, 0.25689222E+00
 0.11995015E+02, 0.25935884E+00
 0.12075314E+02, 0.26182556E+00
 0.12155616E+02, 0.26429238E+00
 0.12235922E+02, 0.26675930E+00
 0.12316230E+02, 0.26922631E+00
 0.12396542E+02, 0.27169342E+00
 0.12476857E+02, 0.27416063E+00
 0.12557175E+02, 0.27662794E+00
 0.12637497E+02, 0.27909533E+00
 0.12717821E+02, 0.28156283E+00
 0.12798148E+02, 0.28403041E+00
 0.12878478E+02, 0.28649809E+00
 0.12958812E+02, 0.28896586E+00
 0.13039148E+02, 0.29143373E+00
 0.13119487E+02, 0.29390168E+00
 0.13199829E+02, 0.29636972E+00
 0.13280175E+02, 0.29883785E+00
 0.13360522E+02, 0.30130607E+00
 0.13440873E+02, 0.30377438E+00
 0.13521227E+02, 0.30624277E+00
 0.13601583E+02, 0.30871125E+00
 0.13681943E+02, 0.31117982E+00
 0.13762304E+02, 0.31364847E+00
 0.13842669E+02, 0.31611720E+00
 0.13923037E+02, 0.31858602E+00
 0.14003407E+02, 0.32105492E+00
 0.14083779E+02, 0.32352390E+00
 0.14164155E+02, 0.32599297E+00
 0.14244533E+02, 0.32846211E+00
 0.14324913E+02, 0.33093134E+00
 0.14405297E+02, 0.33340064E+00
 0.14485682E+02, 0.33587002E+00
 0.14566071E+02, 0.33833948E+00
 0.14646461E+02, 0.34080901E+00
 0.14726855E+02, 0.34327862E+00
 0.14807250E+02, 0.34574831E+00
 0.14887648E+02, 0.34821807E+00
 0.14968049E+02, 0.35068791E+00
 0.15048452E+02, 0.35315781E+00
 0.15128857E+02, 0.35562779E+00
 0.15209265E+02, 0.35809785E+00
 0.15289675E+02, 0.36056797E+00
 0.15370087E+02, 0.36303816E+00
 0.15450501E+02, 0.36550843E+00
 0.15530918E+02, 0.36797876E+00
 0.15611337E+02, 0.37044916E+00
 0.15691758E+02, 0.37291963E+00
 0.15772181E+02, 0.37539016E+00
 0.15852607E+02, 0.37786076E+00
 0.15933034E+02, 0.38033143E+00
 0.16013464E+02, 0.38280216E+00
 0.16093896E+02, 0.38527295E+00
 0.16174329E+02, 0.38774381E+00
 0.16254765E+02, 0.39021473E+00
 0.16335203E+02, 0.39268571E+00
 0.16415643E+02, 0.39515675E+00
 0.16496085E+02, 0.39762785E+00
 0.16576528E+02, 0.40009901E+00
 0.16656974E+02, 0.40257023E+00
 0.16737421E+02, 0.40504151E+00
 0.16817871E+02, 0.40751285E+00
 0.16898322E+02, 0.40998424E+00
 0.16978775E+02, 0.41245569E+00
 0.17059230E+02, 0.41492719E+00
 0.17139686E+02, 0.41739875E+00
 0.17220145E+02, 0.41987036E+00
 0.17300605E+02, 0.42234202E+00
 0.17381067E+02, 0.42481374E+00
 0.17461530E+02, 0.42728551E+00
 0.17541995E+02, 0.42975733E+00
 0.17622462E+02, 0.43222920E+00
 0.17702930E+02, 0.43470111E+00
 0.17783400E+02, 0.43717308E+00
 0.17863872E+02, 0.43964510E+00
 0.17944345E+02, 0.44211716E+00
 0.18024819E+02, 0.44458927E+00
 0.18105295E+02, 0.44706142E+00
 0.18185773E+02, 0.44953362E+00
 0.18266252E+02, 0.45200586E+00
 0.18346732E+02, 0.45447815E+00
 0.18427214E+02, 0.45695048E+00
 0.18507697E+02, 0.45942285E+00
 0.18588181E+02, 0.46189526E+00
 0.18668667E+02, 0.46436772E+00
 0.18749154E+02, 0.46684021E+00
 0.18829642E+02, 0.46931274E+00
 0.18910132E+02, 0.47178531E+00
 0.18990623E+02, 0.47425792E+00
 0.19071115E+02, 0.47673057E+00
 0.19151608E+02, 0.47920325E+00
 0.19232102E+02, 0.48167597E+00
 0.19312598E+02, 0.48414872E+00
 0.19393094E+02, 0.48662151E+00
 0.19473592E+02, 0.48909433E+00
 0.19554091E+02, 0.49156718E+00
 0.19634591E+02, 0.49404006E+00
 0.19715091E+02, 0.49651298E+00
 0.19795593E+02, 0.49898593E+00
 0.19876096E+02, 0.50145890E+00
 0.19956600E+02, 0.50393191E+00
 0.20037104E+02, 0.50640494E+00
 0.20117610E+02, 0.50887800E+00
 0.20198116E+02, 0.51135109E+00
 0.20278624E+02, 0.51382420E+00
 0.20359132E+02, 0.51629734E+00
 0.20439640E+02, 0.51877051E+00
 0.20520150E+02, 0.52124369E+00
 0.20600661E+02, 0.52371691E+00
 0.20681172E+02, 0.52619014E+00
 0.20761684E+02, 0.52866340E+00
 0.20842196E+02, 0.53113667E+00
 0.20922709E+02, 0.53360997E+00
 0.21003223E+02, 0.53608329E+00
 0.21083738E+02, 0.53855662E+00
 0.21164253E+02, 0.54102997E+00
 0.21244768E+02, 0.54350335E+00
 0.21325285E+02, 0.54597673E+00
 0.21405801E+02, 0.54845014E+00
 0.21486318E+02, 0.55092356E+00
 0.21566836E+02, 0.55339699E+00
 0.21647354E+02, 0.55587044E+00
 0.21727873E+02, 0.55834390E+00
 0.21808392E+02, 0.56081737E+00
 0.21888911E+02, 0.56329085E+00
 0.21969431E+02, 0.56576435E+00
 0.22049951E+02, 0.56823785E+00
 0.22130471E+02, 0.57071137E+00
 0.22210992E+02, 0.57318489E+00
 0.22291512E+02, 0.57565842E+00
 0.22372033E+02, 0.57813196E+00
 0.22452555E+02, 0.58060551E+00
 0.22533076E+02, 0.58307906E+00
 0.22613598E+02, 0.58555261E+00
 0.22694120E+02, 0.58802618E+00
 0.22774642E+02, 0.59049974E+00
 0.22855164E+02, 0.59297331E+00
 0.22935686E+02, 0.59544688E+00
 0.23016208E+02, 0.59792045E+00
 0.23096730E+02, 0.60039402E+00
 0.23177245E+02, 0.60286738E+00
 0.23263916E+02, 0.60552984E+00
 0.23357127E+02, 0.60839319E+00
 0.23457269E+02, 0.61146946E+00
 0.23564742E+02, 0.61477093E+00
 0.23679948E+02, 0.61830997E+00
 0.23803290E+02, 0.62209895E+00
 0.23935168E+02, 0.62615011E+00
 0.24075970E+02, 0.63047545E+00
 0.24226073E+02, 0.63508648E+00
 0.24385831E+02, 0.63999411E+00
 0.24555573E+02, 0.64520842E+00
 0.24735591E+02, 0.65073842E+00
 0.24926137E+02, 0.65659183E+00
 0.25127412E+02, 0.66277482E+00
 0.25339558E+02, 0.66929177E+00
 0.25562651E+02, 0.67614499E+00
 0.25796691E+02, 0.68333450E+00
 0.26041595E+02, 0.69085775E+00
 0.26297191E+02, 0.69870945E+00
 0.26563211E+02, 0.70688135E+00
 0.26839285E+02, 0.71536211E+00
 0.27124941E+02, 0.72413721E+00
 0.27419601E+02, 0.73318891E+00
 0.27722584E+02, 0.74249628E+00
 0.28033107E+02, 0.75203528E+00
 0.28350293E+02, 0.76177895E+00
 0.28673177E+02, 0.77169769E+00
 0.29000719E+02, 0.78175949E+00
 0.29331813E+02, 0.79193041E+00
 0.29665303E+02, 0.80217494E+00
 0.30000000E+02, 0.81245655E+00
 0.00000000E+00, 0.80949174E+00
 0.79553127E-01, 0.80949174E+00
 0.15911293E+00, 0.80949174E+00
 0.23867938E+00, 0.80949174E+00
 0.31825247E+00, 0.80949174E+00
 0.39783216E+00, 0.80949174E+00
 0.47741844E+00, 0.80949174E+00
 0.55701129E+00, 0.80949174E+00
 0.63661067E+00, 0.80949174E+00
 0.71621657E+00, 0.80949174E+00
 0.79582896E+00, 0.80949174E+00
 0.87544783E+00, 0.80949174E+00
 0.95507315E+00, 0.80949174E+00
 0.10347049E+01, 0.80949174E+00
 0.11143430E+01, 0.80949174E+00
 0.11939876E+01, 0.80949174E+00
 0.12736385E+01, 0.80949174E+00
 0.13532957E+01, 0.80949174E+00
 0.14329592E+01, 0.80949174E+00
 0.15126291E+01, 0.80949174E+00
 0.15923052E+01, 0.80949174E+00
 0.16719875E+01, 0.80949174E+00
 0.17516761E+01, 0.80949174E+00
 0.18313709E+01, 0.80949174E+00
 0.19110718E+01, 0.80949174E+00
 0.19907790E+01, 0.80949174E+00
 0.20704922E+01, 0.80949174E+00
 0.21502116E+01, 0.80949174E+00
 0.22299370E+01, 0.80949174E+00
 0.23096685E+01, 0.80949174E+00
 0.23894061E+01, 0.80949174E+00
 0.24691496E+01, 0.80949174E+00
 0.25488992E+01, 0.80949174E+00
 0.26286547E+01, 0.80949174E+00
 0.27084162E+01, 0.80949174E+00
 0.27881836E+01, 0.80949174E+00
 0.28679570E+01, 0.80949174E+00
 0.29477362E+01, 0.80949174E+00
 0.30275212E+01, 0.80949174E+00
 0.31073121E+01, 0.80949174E+00
 0.31871089E+01, 0.80949174E+00
 0.32669114E+01, 0.80949174E+00
 0.33467197E+01, 0.80949174E+00
 0.34265337E+01, 0.80063646E+00
 0.35063534E+01, 0.79178053E+00
 0.35861789E+01, 0.78292398E+00
 0.36660100E+01, 0.77406679E+00
 0.37458468E+01, 0.76520898E+00
 0.38256892E+01, 0.75635055E+00
 0.39055373E+01, 0.74749149E+00
 0.39853909E+01, 0.73863181E+00
 0.40652500E+01, 0.72977151E+00
 0.41451148E+01, 0.72091060E+00
 0.42249850E+01, 0.71204908E+00
 0.43048607E+01, 0.70318695E+00
 0.43847419E+01, 0.69432421E+00
 0.44646286E+01, 0.68546086E+00
 0.45445207E+01, 0.67659692E+00
 0.46244182E+01, 0.66773237E+00
 0.47043210E+01, 0.65886723E+00
 0.47842292E+01, 0.65000149E+00
 0.48641428E+01, 0.64113516E+00
 0.49440617E+01, 0.63226824E+00
 0.50239858E+01, 0.62340074E+00
 0.51039152E+01, 0.61453265E+00
 0.51838499E+01, 0.60566398E+00
 0.52637898E+01, 0.59679472E+00
 0.53437349E+01, 0.58792490E+00
 0.54236851E+01, 0.57905450E+00
 0.55036405E+01, 0.57018352E+00
 0.55836011E+01, 0.56131198E+00
 0.56635667E+01, 0.55243987E+00
 0.57435374E+01, 0.53398309E+00
 0.58235132E+01, 0.51552514E+00
 0.59034940E+01, 0.49706603E+00
 0.59834799E+01, 0.47860576E+00
 0.60634707E+01, 0.46014434E+00
 0.61434665E+01, 0.44168178E+00
 0.62234672E+01, 0.42321807E+00
 0.63034729E+01, 0.40475323E+00
 0.63834834E+01, 0.38628725E+00
 0.64634989E+01, 0.37669779E+00
 0.65435191E+01, 0.36710774E+00
 0.66235443E+01, 0.35751711E+00
 0.67035742E+01, 0.34792591E+00
 0.67836089E+01, 0.33833413E+00
 0.68636483E+01, 0.32874178E+00
 0.69436925E+01, 0.31914887E+00
 0.70237414E+01, 0.30955539E+00
 0.71037950E+01, 0.29996135E+00
 0.71838533E+01, 0.29036675E+00
 0.72639162E+01, 0.28077159E+00
 0.73439837E+01, 0.28077159E+00
 0.74240559E+01, 0.28077159E+00
 0.75041326E+01, 0.28077159E+00
 0.75842138E+01, 0.28077159E+00
 0.76642996E+01, 0.28077159E+00
 0.77443899E+01, 0.28077159E+00
 0.78244847E+01, 0.28077159E+00
 0.79045839E+01, 0.28077159E+00
 0.79846876E+01, 0.28077159E+00
 0.80647957E+01, 0.28077159E+00
 0.81449081E+01, 0.28077159E+00
 0.82250250E+01, 0.28077159E+00
 0.83051462E+01, 0.28077159E+00
 0.83852717E+01, 0.28077159E+00
 0.84654015E+01, 0.28077159E+00
 0.85455356E+01, 0.28077159E+00
 0.86256739E+01, 0.28077159E+00
 0.87058164E+01, 0.28077159E+00
 0.87859632E+01, 0.28077159E+00
 0.88661141E+01, 0.28077159E+00
 0.89462692E+01, 0.28077159E+00
 0.90264285E+01, 0.28077159E+00
 0.91065918E+01, 0.28077159E+00
 0.91867593E+01, 0.28077159E+00
 0.92669308E+01, 0.28077159E+00
 0.93471063E+01, 0.28077159E+00
 0.94272859E+01, 0.28077159E+00
 0.95074694E+01, 0.28077159E+00
 0.95876569E+01, 0.28077159E+00
 0.96678484E+01, 0.28077159E+00
 0.97480438E+01, 0.28077159E+00
 0.98282431E+01, 0.28077159E+00
 0.99084463E+01, 0.28077159E+00
 0.99886534E+01, 0.28077159E+00
 0.10068864E+02, 0.28077159E+00
 0.10149079E+02, 0.28077159E+00
 0.10229297E+02, 0.28077159E+00
 0.10309520E+02, 0.28077159E+00
 0.10389746E+02, 0.28077159E+00
 0.10469975E+02, 0.28077159E+00
 0.10550209E+02, 0.28077159E+00
 0.10630446E+02, 0.28077159E+00
 0.10710686E+02, 0.28077159E+00
 0.10790931E+02, 0.28077159E+00
 0.10871179E+02, 0.28077159E+00
 0.10951430E+02, 0.28077159E+00
 0.11031685E+02, 0.28077159E+00
 0.11111944E+02, 0.28077159E+00
 0.11192206E+02, 0.28077159E+00
 0.11272471E+02, 0.28077159E+00
 0.11352740E+02, 0.28077159E+00
 0.11433013E+02, 0.28077159E+00
 0.11513289E+02, 0.28077159E+00
 0.11593568E+02, 0.28077159E+00
 0.11673851E+02, 0.28077159E+00
 0.11754137E+02, 0.28354711E+00
 0.11834426E+02, 0.28632274E+00
 0.11914719E+02, 0.28909848E+00
 0.11995015E+02, 0.29187434E+00
 0.12075314E+02, 0.29465031E+00
 0.12155616E+02, 0.29742639E+00
 0.12235922E+02, 0.30020258E+00
 0.12316230E+02, 0.30297888E+00
 0.12396542E+02, 0.30575530E+00
 0.12476857E+02, 0.30853181E+00
 0.12557175E+02, 0.31130844E+00
 0.12637497E+02, 0.31408518E+00
 0.12717821E+02, 0.31686201E+00
 0.12798148E+02, 0.31963896E+00
 0.12878478E+02, 0.32241601E+00
 0.12958812E+02, 0.32519316E+00
 0.13039148E+02, 0.32797042E+00
 0.13119487E+02, 0.33074777E+00
 0.13199829E+02, 0.33352523E+00
 0.13280175E+02, 0.33630279E+00
 0.13360522E+02, 0.33908045E+00
 0.13440873E+02, 0.34185820E+00
 0.13521227E+02, 0.34463606E+00
 0.13601583E+02, 0.34741401E+00
 0.13681943E+02, 0.35019205E+00
 0.13762304E+02, 0.35297020E+00
 0.13842669E+02, 0.35574843E+00
 0.13923037E+02, 0.35852676E+00
 0.14003407E+02, 0.36130519E+00
 0.14083779E+02, 0.36408370E+00
 0.14164155E+02, 0.36686231E+00
 0.14244533E+02, 0.36964101E+00
 0.14324913E+02, 0.37241979E+00
 0.14405297E+02, 0.37519867E+00
 0.14485682E+02, 0.37797763E+00
 0.14566071E+02, 0.38075668E+00
 0.14646461E+02, 0.38353582E+00
 0.14726855E+02, 0.38631504E+00
 0.14807250E+02, 0.38909435E+00
 0.14887648E+02, 0.39187374E+00
 0.14968049E+02, 0.39465322E+00
 0.15048452E+02, 0.39743278E+00
 0.15128857E+02, 0.40021242E+00
 0.15209265E+02, 0.40299214E+00
 0.15289675E+02, 0.40577194E+00
 0.15370087E+02, 0.40855181E+00
 0.15450501E+02, 0.41133177E+00
 0.15530918E+02, 0.41411181E+00
 0.15611337E+02, 0.41689192E+00
 0.15691758E+02, 0.41967211E+00
 0.15772181E+02, 0.42245237E+00
 0.15852607E+02, 0.42523270E+00
 0.15933034E+02, 0.42801311E+00
 0.16013464E+02, 0.43079360E+00
 0.16093896E+02, 0.43357415E+00
 0.16174329E+02, 0.43635478E+00
 0.16254765E+02, 0.43913547E+00
 0.16335203E+02, 0.44191624E+00
 0.16415643E+02, 0.44469707E+00
 0.16496085E+02, 0.44747797E+00
 0.16576528E+02, 0.45025894E+00
 0.16656974E+02, 0.45303997E+00
 0.16737421E+02, 0.45582107E+00
 0.16817871E+02, 0.45860224E+00
 0.16898322E+02, 0.46138346E+00
 0.16978775E+02, 0.46416475E+00
 0.17059230E+02, 0.46694611E+00
 0.17139686E+02, 0.46972752E+00
 0.17220145E+02, 0.47250899E+00
 0.17300605E+02, 0.47529053E+00
 0.17381067E+02, 0.47807212E+00
 0.17461530E+02, 0.48085377E+00
 0.17541995E+02, 0.48363548E+00
 0.17622462E+02, 0.48641724E+00
 0.17702930E+02, 0.48919906E+00
 0.17783400E+02, 0.49198094E+00
 0.17863872E+02, 0.49476286E+00
 0.17944345E+02, 0.49754485E+00
 0.18024819E+02, 0.50032688E+00
 0.18105295E+02, 0.50310896E+00
 0.18185773E+02, 0.50589110E+00
 0.18266252E+02, 0.50867328E+00
 0.18346732E+02, 0.51145552E+00
 0.18427214E+02, 0.51423780E+00
 0.18507697E+02, 0.51702013E+00
 0.18588181E+02, 0.51980251E+00
 0.18668667E+02, 0.52258493E+00
 0.18749154E+02, 0.52536740E+00
 0.18829642E+02, 0.52814991E+00
 0.18910132E+02, 0.53093246E+00
 0.18990623E+02, 0.53371506E+00
 0.19071115E+02, 0.53649770E+00
 0.19151608E+02, 0.53928038E+00
 0.19232102E+02, 0.54206309E+00
 0.19312598E+02, 0.54484585E+00
 0.19393094E+02, 0.54762865E+00
 0.19473592E+02, 0.55041148E+00
 0.19554091E+02, 0.55319436E+00
 0.19634591E+02, 0.55597726E+00
 0.19715091E+02, 0.55876020E+00
 0.19795593E+02, 0.56154318E+00
 0.19876096E+02, 0.56432619E+00
 0.19956600E+02, 0.56710923E+00
 0.20037104E+02, 0.56989231E+00
 0.20117610E+02, 0.57267541E+00
 0.20198116E+02, 0.57545855E+00
 0.20278624E+02, 0.57824172E+00
 0.20359132E+02, 0.58102491E+00
 0.20439640E+02, 0.58380813E+00
 0.20520150E+02, 0.58659138E+00
 0.20600661E+02, 0.58937465E+00
 0.20681172E+02, 0.59215795E+00
 0.20761684E+02, 0.59494128E+00
 0.20842196E+02, 0.59772463E+00
 0.20922709E+02, 0.60050800E+00
 0.21003223E+02, 0.60329139E+00
 0.21083738E+02, 0.60607481E+00
 0.21164253E+02, 0.60885824E+00
 0.21244768E+02, 0.61164170E+00
 0.21325285E+02, 0.61442517E+00
 0.21405801E+02, 0.61720866E+00
 0.21486318E+02, 0.61999217E+00
 0.21566836E+02, 0.62277569E+00
 0.21647354E+02, 0.62555923E+00
 0.21727873E+02, 0.62834279E+00
 0.21808392E+02, 0.63112636E+00
 0.21888911E+02, 0.63390994E+00
 0.21969431E+02, 0.63669353E+00
 0.22049951E+02, 0.63947714E+00
 0.22130471E+02, 0.64226076E+00
 0.22210992E+02, 0.64504438E+00
 0.22291512E+02, 0.64782802E+00
 0.22372033E+02, 0.65061166E+00
 0.22452555E+02, 0.65339531E+00
 0.22533076E+02, 0.65617897E+00
 0.22613598E+02, 0.65896263E+00
 0.22694120E+02, 0.66174630E+00
 0.22774642E+02, 0.66452997E+00
 0.22855164E+02, 0.66731365E+00
 0.22935686E+02, 0.67009732E+00
 0.23016208E+02, 0.67288100E+00
 0.23096730E+02, 0.67566468E+00
 0.23177245E+02, 0.67844813E+00
 0.23263916E+02, 0.68144438E+00
 0.23357127E+02, 0.68466670E+00
 0.23457269E+02, 0.68812864E+00
 0.23564742E+02, 0.69184402E+00
 0.23679948E+02, 0.69582674E+00
 0.23803290E+02, 0.70009073E+00
 0.23935168E+02, 0.70464979E+00
 0.24075970E+02, 0.70951738E+00
 0.24226073E+02, 0.71470649E+00
 0.24385831E+02, 0.72022939E+00
 0.24555573E+02, 0.72609741E+00
 0.24735591E+02, 0.73232070E+00
 0.24926137E+02, 0.73890794E+00
 0.25127412E+02, 0.74586609E+00
 0.25339558E+02, 0.75320006E+00
 0.25562651E+02, 0.76091246E+00
 0.25796691E+02, 0.76900331E+00
 0.26041595E+02, 0.77746974E+00
 0.26297191E+02, 0.78630580E+00
 0.26563211E+02, 0.79550220E+00
 0.26839285E+02, 0.80504618E+00
 0.27124941E+02, 0.81492141E+00
 0.27419601E+02, 0.82510791E+00
 0.27722584E+02, 0.83558213E+00
 0.28033107E+02, 0.84631702E+00
 0.28350293E+02, 0.85728225E+00
 0.28673177E+02, 0.86844448E+00
 0.29000719E+02, 0.87976772E+00
 0.29331813E+02, 0.89121376E+00
 0.29665303E+02, 0.90274263E+00
 0.30000000E+02, 0.91431324E+00
 0.00000000E+00, 0.86999061E+00
 0.79553127E-01, 0.86999061E+00
 0.15911293E+00, 0.86999061E+00
 0.23867938E+00, 0.86999061E+00
 0.31825247E+00, 0.86999061E+00
 0.39783216E+00, 0.86999061E+00
 0.47741844E+00, 0.86999061E+00
 0.55701129E+00, 0.86999061E+00
 0.63661067E+00, 0.86999061E+00
 0.71621657E+00, 0.86999061E+00
 0.79582896E+00, 0.86999061E+00
 0.87544783E+00, 0.86999061E+00
 0.95507315E+00, 0.86999061E+00
 0.10347049E+01, 0.86999061E+00
 0.11143430E+01, 0.86999061E+00
 0.11939876E+01, 0.86999061E+00
 0.12736385E+01, 0.86999061E+00
 0.13532957E+01, 0.86999061E+00
 0.14329592E+01, 0.86999061E+00
 0.15126291E+01, 0.86999061E+00
 0.15923052E+01, 0.86999061E+00
 0.16719875E+01, 0.86999061E+00
 0.17516761E+01, 0.86999061E+00
 0.18313709E+01, 0.86999061E+00
 0.19110718E+01, 0.86999061E+00
 0.19907790E+01, 0.86999061E+00
 0.20704922E+01, 0.86999061E+00
 0.21502116E+01, 0.86999061E+00
 0.22299370E+01, 0.86999061E+00
 0.23096685E+01, 0.86999061E+00
 0.23894061E+01, 0.86999061E+00
 0.24691496E+01, 0.86999061E+00
 0.25488992E+01, 0.86999061E+00
 0.26286547E+01, 0.86999061E+00
 0.27084162E+01, 0.86999061E+00
 0.27881836E+01, 0.86999061E+00
 0.28679570E+01, 0.86999061E+00
 0.29477362E+01, 0.86999061E+00
 0.30275212E+01, 0.86999061E+00
 0.31073121E+01, 0.86999061E+00
 0.31871089E+01, 0.86999061E+00
 0.32669114E+01, 0.86999061E+00
 0.33467197E+01, 0.86999061E+00
 0.34265337E+01, 0.86014839E+00
 0.35063534E+01, 0.85030546E+00
 0.35861789E+01, 0.84046182E+00
 0.36660100E+01, 0.83061749E+00
 0.37458468E+01, 0.82077246E+00
 0.38256892E+01, 0.81092673E+00
 0.39055373E+01, 0.80108031E+00
 0.39853909E+01, 0.79123321E+00
 0.40652500E+01, 0.78138542E+00
 0.41451148E+01, 0.77153694E+00
 0.42249850E+01, 0.76168778E+00
 0.43048607E+01, 0.75183795E+00
 0.43847419E+01, 0.74198744E+00
 0.44646286E+01, 0.73213626E+00
 0.45445207E+01, 0.72228441E+00
 0.46244182E+01, 0.71243189E+00
 0.47043210E+01, 0.70257871E+00
 0.47842292E+01, 0.69272487E+00
 0.48641428E+01, 0.68287037E+00
 0.49440617E+01, 0.67301522E+00
 0.50239858E+01, 0.66315942E+00
 0.51039152E+01, 0.65330296E+00
 0.51838499E+01, 0.64344586E+00
 0.52637898E+01, 0.63358811E+00
 0.53437349E+01, 0.62372973E+00
 0.54236851E+01, 0.61387070E+00
 0.55036405E+01, 0.60401105E+00
 0.55836011E+01, 0.59415075E+00
 0.56635667E+01, 0.58428983E+00
 0.57435374E+01, 0.56526117E+00
 0.58235132E+01, 0.54623129E+00
 0.59034940E+01, 0.52720022E+00
 0.59834799E+01, 0.50816796E+00
 0.60634707E+01, 0.48913451E+00
 0.61434665E+01, 0.47009988E+00
 0.62234672E+01, 0.45106407E+00
 0.63034729E+01, 0.43202709E+00
 0.63834834E+01, 0.41298895E+00
 0.64634989E+01, 0.40381670E+00
 0.65435191E+01, 0.39464390E+00
 0.66235443E+01, 0.38547055E+00
 0.67035742E+01, 0.37629665E+00
 0.67836089E+01, 0.36712219E+00
 0.68636483E+01, 0.35794719E+00
 0.69436925E+01, 0.34877165E+00
 0.70237414E+01, 0.33959557E+00
 0.71037950E+01, 0.33041895E+00
 0.71838533E+01, 0.32124180E+00
 0.72639162E+01, 0.31206411E+00
 0.73439837E+01, 0.31206411E+00
 0.74240559E+01, 0.31206411E+00
 0.75041326E+01, 0.31206411E+00
 0.75842138E+01, 0.31206411E+00
 0.76642996E+01, 0.31206411E+00
 0.77443899E+01, 0.31206411E+00
 0.78244847E+01, 0.31206411E+00
 0.79045839E+01, 0.31206411E+00
 0.79846876E+01, 0.31206411E+00
 0.80647957E+01, 0.31206411E+00
 0.81449081E+01, 0.31206411E+00
 0.82250250E+01, 0.31206411E+00
 0.83051462E+01, 0.31206411E+00
 0.83852717E+01, 0.31206411E+00
 0.84654015E+01, 0.31206411E+00
 0.85455356E+01, 0.31206411E+00
 0.86256739E+01, 0.31206411E+00
 0.87058164E+01, 0.31206411E+00
 0.87859632E+01, 0.31206411E+00
 0.88661141E+01, 0.31206411E+00
 0.89462692E+01, 0.31206411E+00
 0.90264285E+01, 0.31206411E+00
 0.91065918E+01, 0.31206411E+00
 0.91867593E+01, 0.31206411E+00
 0.92669308E+01, 0.31206411E+00
 0.93471063E+01, 0.31206411E+00
 0.94272859E+01, 0.31206411E+00
 0.95074694E+01, 0.31206411E+00
 0.95876569E+01, 0.31206411E+00
 0.96678484E+01, 0.31206411E+00
 0.97480438E+01, 0.31206411E+00
 0.98282431E+01, 0.31206411E+00
 0.99084463E+01, 0.31206411E+00
 0.99886534E+01, 0.31206411E+00
 0.10068864E+02, 0.31206411E+00
 0.10149079E+02, 0.31206411E+00
 0.10229297E+02, 0.31206411E+00
 0.10309520E+02, 0.31206411E+00
 0.10389746E+02, 0.31206411E+00
 0.10469975E+02, 0.31206411E+00
 0.10550209E+02, 0.31206411E+00
 0.10630446E+02, 0.31206411E+00
 0.10710686E+02, 0.31206411E+00
 0.10790931E+02, 0.31206411E+00
 0.10871179E+02, 0.31206411E+00
 0.10951430E+02, 0.31206411E+00
 0.11031685E+02, 0.31206411E+00
 0.11111944E+02, 0.31206411E+00
 0.11192206E+02, 0.31206411E+00
 0.11272471E+02, 0.31206411E+00
 0.11352740E+02, 0.31206411E+00
 0.11433013E+02, 0.31206411E+00
 0.11513289E+02, 0.31206411E+00
 0.11593568E+02, 0.31206411E+00
 0.11673851E+02, 0.31206411E+00
 0.11754137E+02, 0.31514896E+00
 0.11834426E+02, 0.31823394E+00
 0.11914719E+02, 0.32131905E+00
 0.11995015E+02, 0.32440428E+00
 0.12075314E+02, 0.32748964E+00
 0.12155616E+02, 0.33057512E+00
 0.12235922E+02, 0.33366072E+00
